	essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6	essay_prompt	NOUN	CONJ	VERB	INTJ	PART	ADV	ADJ	ADP	CCONJ	SCONJ	spelling_errors	correct_spellings	lexical_diversity	grammar_errors	readability	word_count	sent_count	unique_words	cleaned_essay	polarity (TB)	subjectivity (TB)	positive (VD)	negative (VD)	neutral (VD)	compound (VD)	prompt	relevance (TF-IDF)	relevance (CV)
11040	18236	7	One day comes home??? movie we were stopped @CAPS1 I train  one train . Only the??? was???or so we thought I after the I very large ??? came @CAPS1 , In the car was he & my old ???sat in the car for at leas @NUM1 mints but the train showed an signs of ending. But then suddenly it stopped the train  sloped  dead in its tracks. We that of turning around. But the @ORGANIZATION1 cars were blades in about @NUM2 mints??? began slowly starting soon after @NUM3 mints were the train ended. After the @CAPS2 went up we started driving but another train was coming. So my dad put the???to the ???and???it out of  there we were so patient. Ill??? we spent @NUM4 mints almost in hour of ??? But we were patient and that she longed date ever the end .	9	11		3				2.0	2.0	2.0	3.0			3.0	3.0	3.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	26	0	20	0	0	13	6	17	7	3	11	48	1.3111111111111111	16	8.676794926140014	59	15	45	day comes home movie stopped train   train was???or thought large came car old sat car leas mints train showed signs ending suddenly stopped train   sloped   dead tracks turning cars blades mints began slowly starting soon mints train ended went started driving train coming dad the???to and???it   patient Ill spent mints hour patient longed date end	-0.052678571428571436	0.48214285714285715	0.0	0.101	0.899	-0.9416	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.5207556439232954	0.5207556439232955
11041	18237	7	When we drive to @CAPS1 I have to be patient. When we are in the car I really have to be patient because it takes @NUM1 hours plus the extra time we spend going to the restroom, out for lunch, plus we stay for the night. But when we are on the road it is so @CAPS2, That is how I need to be patient. I have to bring a car bag to entertain me. I contains a book, ped of paper. My dads laptop also. A big factor is my ipod. Exposcally I dont like that my legs got all??? and the??? ???. ??? ??? hate that felling. But at the end result I love??? you just have to be patient enough to get there and the end factor is the best.	11	7		2				3.0	3.0	3.0	2.0			2.0	1.0	2.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	22	0	18	0	7	7	8	9	6	7	7	39	1.1794871794871795	10	9.229310701754386	46	11	39	drive patient car patient takes hours plus extra time spend going restroom lunch plus stay night road need patient bring car bag entertain contains book ped paper dads laptop big factor ipod Exposcally dont like legs got hate felling end result love patient end factor best	0.12857142857142856	0.3857142857142857	0.132	0.036	0.832	0.9404	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.5683580801556053	0.5683580801556054
11042	18238	7	One day at my school. It was lunch and I was very hungry. The lunch was filled with kids. I could hear my stomach growl I was so hungary. I stood for ten minutes then I started thinking maybe I could cut. But no I didnt. It felt like an hour had gone by. I was still waiting s trying to be as patient as possible. Then I relized the line was moving quicker and quicker. Until I finally got my food and ate. I had only five minutes of recess but I was just happy to eat. Patient is by	8	8		2				2.0	2.0	2.0	2.0			2.0	2.0	2.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	13	0	17	1	2	11	7	6	5	2	4	37	1.0512820512820513	5	7.862039743589744	41	13	39	day school lunch hungry lunch filled kids hear stomach growl hungary stood minutes started thinking maybe cut didnt felt like hour gone waiting s trying patient possible relized line moving quicker quicker finally got food ate minutes recess happy eat Patient	0.2	0.7428571428571429	0.086	0.045	0.869	0.714	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.5207556439232954	0.5207556439232955
11043	18239	7	I know someone that was patient. The person was at the doctors she was savifly six and she still waited. They can fix that problem by asking nicely can I go ahead of you plezz. That will solve every thing in a kind and respetful way. That is what I think respectful way.	3	4		1				1.0	1.0	1.0	0.0			1.0	1.0	1.0	1.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	9	0	7	0	0	3	3	4	2	0	3	17	1.0526315789473684	4	0.0	20	5	19	know patient person doctors savifly waited fix problem asking nicely ahead plezz solve thing kind respetful way think respectful way	0.5666666666666667	0.8666666666666666	0.192	0.047	0.761	0.8126	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.39365426504409834	0.39365426504409834
11044	18240	7	"I remmeber a time when I was six I was waiting In the walking clinil @CAPS1 almost @NUM1 hours so l asked them if  they could change the @LOCATION1 channel  to @ORGANIZATION1, after  @CAPS2 got over I @CAPS3 asleep @CAPS2 @CAPS5 like forever @CAPS1 them to say ''@CAPS6 salslory,"" my mom tried wakeing me up she couldn't until I @CAPS7 off the cach seat that they had In the kid's are. I was there at the walking clinic @CAPS1 one reason my athsmua @CAPS2 bad @CAPS1 a while because I'd been sick. Whe  they called me dawm my mom said that I was really patient and the nurse evan  said I was actually Patient to be patient that long so she gave me a lolly pop, (small one). After all of that was done I went home and went to bed. Thats the time I was Patient @CAPS1 two hours."	8	8		2				2.0	2.0	2.0	2.0			2.0	2.0	2.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	22	0	23	0	4	13	7	11	2	8	27	30	1.2666666666666666	17	10.04918821192053	57	6	45	remmeber time waiting walking clinil hours l asked   change channel     got asleep like forever salslory mom tried wakeing cach seat kid walking clinic reason athsmua bad sick Whe   called dawm mom said patient nurse evan   said actually Patient patient long gave lolly pop small went home went bed s time Patient hours	-0.2523809523809524	0.4373015873015873	0.018	0.048	0.935	-0.6486	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.582222509739582	0.582222509739582
11045	18241	7	Someone l know that is patient is my mom. My mom is one of the most patient people l know. Especially on this certain day. Every once and a while my brothers and sister and l are just kind of hard to handle. We where on our way to church when my brother and l started arguing and fighting, for no particular reason, we always bicker and bother each other. My littlest brothe and my sister where frequently screaming and shouting at one another for dumb reasons like he stuck his tongue out at me she pinched me. Then we finally got to church l guess my mom figure it would stop once we got there, but no my three year old brother @PERSON1 repeatedly ran around and threw the church. My oldest brother kept on calling my sister names and l kept talking with my friends. I know l would not be nearly that patient with anyone. So that is why l think my mom is so patient. After church that afternoon all she told us to do was behave, and after we realized how patient she was we just figured on our own that we should listen to her and behave.	8	12		3				2.0	2.0	2.0	2.0			3.0	3.0	3.0	3.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	33	0	29	0	4	21	13	15	13	9	3	82	1.4406779661016949	5	6.885342991491267	85	11	59	l know patient mom mom patient people l know Especially certain day brothers sister l kind hard handle way church brother l started arguing fighting particular reason bicker bother littlest brothe sister frequently screaming shouting dumb reasons like stuck tongue   pinched finally got church l guess mom figure stop got year old brother repeatedly ran threw church oldest brother kept calling sister names l kept talking friends know l nearly patient l think mom patient church afternoon told behave realized patient figured listen behave	0.103021978021978	0.5862637362637363	0.038	0.089	0.874	-0.6699	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.5281426177627938	0.5281426177627939
11046	18242	7	One day at the fair I was patient. I wanted to ride the bumper cars. So I got in line. There where about @NUM1 people in front of me so I knew I had to be patient. So I waited in line until it was my turn. They let @NUM2 people in at a time so it took a while for me to get my turn. Then it was my turn. I wanted to go with my friends so we let some people got in front of us. Then after @NUM3 minutes it was our turn we picked our car and had some fun. That's a time when I was patient.	9	7		2				2.0	2.0	2.0	3.0			2.0	2.0	1.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	23	0	15	0	4	8	3	11	1	6	4	29	1.5714285714285714	4	6.320843783783784	33	10	21	day fair patient wanted ride bumper cars got line people knew patient waited line turn let people time took turn turn wanted friends let people got minutes turn picked car fun time patient	0.5	0.55	0.082	0.0	0.918	0.8271	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.5777265157392951	0.5777265157392952
11047	18243	7	During the @DATE1, my mom broke her wrist while we were riding our bikes down a trail. At the end of the trail mom turned a corner too fast and flipped over her handle bars. I didnt know her had broken her wrist until she stood up and told me. When she told me I froze, no one has ever had a broken bone in my family before so I didnt know what to do. Mom calmly told me we had to walk our bikes to the car, since we got to the trail by car. As we walked our bikes toward the car mom didnt say anything like how much pain she was in or anything. When we got to the car I had to put the bikes in the backseat. Now to those who dont know, bikes are a bit heavy and putting them in a backseat of a car is a bit hard. Also when your mom has a broken bone and is in alot of pain, and the bikes wont go in the backseat the situation can get rather stressful. My mom saw that I was getting upset and told me to calm down and directed me on how to put the bikes in. After that mom told me to get her glasses that we accidentally left on the trail. I ran as fast as I could to get her glasses, but they were broken by the fall. So I ran all the way back to the car and since we had the same eyesight I gave her my glasses. My mom needed glasses because since Im not to yet she had to drive herself to the emergency room, and she did so without complaint. When we got to the emergency room we had to wait a while before anyone would see us. I was freaking out, but mom was actually telling jokes on how she got hurt doing something healthy like exercise. I admire my mom for her patience and calmness in a situation like that. She didnt once complain or whine about the pain she was in. she didnt yell at me when I was taking a while putting the bikes in the car. While I was pretty much about to hyper ventalate right there and then. She was calmly telling me it was okay and helping me move along. It was as if I was the one who got hurt and she was being the mother as always and taking me to the emergency room. I know for a fact that I wouldnt have handled the situation that well if I broke my wrist. I know that I wouldve been crying and wanting someone to just hurry up and help me. Im amazed at my moms understanding and tolerance. I hope I can achieve that too.	12	12		3				3.0	3.0	3.0	3.0			3.0	3.0	3.0	3.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	77	0	81	0	13	28	13	47	21	26	15	150	1.7553191489361701	18	8.111162312335551	165	27	94	mom broke wrist riding bikes trail end trail mom turned corner fast flipped handle bars didnt know broken wrist stood told told froze broken bone family didnt know Mom calmly told walk bikes car got trail car walked bikes car mom didnt like pain got car bikes backseat dont know bikes bit heavy putting backseat car bit hard mom broken bone alot pain bikes wont backseat situation stressful mom saw getting upset told calm directed bikes mom told glasses accidentally left trail ran fast glasses broken fall ran way car eyesight gave glasses mom needed glasses Im drive emergency room complaint got emergency room wait freaking mom actually telling jokes got hurt healthy like exercise admire mom patience calmness situation like didnt complain whine pain didnt yell taking putting bikes car pretty hyper ventalate right calmly telling okay helping got hurt mother taking emergency room know fact wouldnt handled situation broke wrist know wouldve crying wanting hurry help Im amazed moms understanding tolerance hope achieve	0.013317460317460308	0.4252063492063492	0.11	0.128	0.762	-0.8047	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.24175473851486187	0.24175473851486193
11048	18244	7	One day when I went to the doctors to get shots my mom said I was very patient. My mom brought me to the doctors so I could get my flue shots like every other year when we got in the car to go I kept saying do we really have to go of  course my mom said yes. Once we got there we had to wait a little bit my mom had to get the papers so I just standed there and watched the fish swim around then my mom said lets go in the waiting room. After that she said I had been very patient for waiting except for in the car when I was whinning. So I said thanks and when are we going to get in there. Then when we finally get in there I had to be weighed and be asked all these questions the the nurse came in and gave me these shots in my left arm she said you are like almost the only one of are kid patients that has it been patient. And that is the story of when I was patient.	8	6		2				2.0	2.0	2.0	2.0			2.0	2.0	1.0	1.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	27	0	35	1	7	15	9	15	5	11	6	59	1.4130434782608696	11	7.4269591529073935	65	9	46	day went doctors shots mom said patient mom brought doctors flue shots like year got car kept saying do go   course mom said yes got wait little bit mom papers standed watched fish swim mom said lets waiting room. said patient waiting car whinning said thanks going finally weighed asked questions nurse came gave shots left arm said like kid patients patient story patient	0.05416666666666667	0.4305555555555556	0.058	0.0	0.942	0.8714	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.5999335290531389	0.5999335290531391
11049	18245	7	Some people are patient. Others are not. Some have short attention spans.  Patience is a person who is understanding and tolerant. They experience difficulties without complaining. Some people have problems sitting still or waiting for something. They are not patient. There is a saying that goes, patience is a virtue. Many have heard of that. Patience is waiting for @NUM1 hours in line to see a movie and not having to move around. Patience isnt pacing back and forth. Being patient in problems is fine.	4	5		1				0.0	1.0	1.0	2.0			0.0	1.0	2.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	19	0	14	0	5	5	8	6	4	0	2	34	1.2413793103448276	1	0.0	36	12	29	people patient short attention spans   Patience person understanding tolerant experience difficulties complaining people problems sitting waiting patient saying goes patience virtue heard Patience waiting hours line movie having Patience isnt pacing forth patient problems fine	0.22916666666666669	0.325	0.092	0.085	0.823	-0.0793	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.5802113724356686	0.5802113724356687
11050	18246	7	I @DATE1, my family took a trip to @ORGANIZATION1. After @CAPS3 got to the airport @CAPS3 had to wait a long time. So  there @CAPS3 are on the airport, about to leave to go to @LOCATION1 when are flight is delayed because a early morning thunderstorm rolled in. @CAPS6 took forever, every minute seemed like an hour, @CAPS1 after  half an hour I asked for some money to get some breakfast but of course my mom said, @CAPS2. I was about to lose @CAPS6 when this guy came over the speaker, @CAPS3 will have to delay the flight to @LOCATION2, @LOCATION3 a little longer. @CAPS4 when I rember that I have a @CAPS5 in my bag and I go to turn @CAPS6 on and @CAPS6s dead. Then after an hour the storm stopped and @CAPS3 were able to board the plane. From that day I found out Im not a pacient person.	9	8		2				2.0	3.0	2.0	2.0			2.0	2.0	2.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	34	0	26	0	9	4	7	18	4	6	22	34	1.12	7	9.104041666666667	56	7	50	family took trip got airport wait long time   airport leave flight delayed early morning thunderstorm rolled took forever minute like hour   half hour asked money breakfast course mom said @CAPS2. lose guy came speaker @CAPS3 delay flight little longer. rember bag turn dead hour storm stopped able board plane day found Im pacient person	-0.000694444444444442	0.3986111111111111	0.012	0.115	0.874	-0.9393	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.276172385369497	0.27617238536949706
11051	18247	7	This is a story about patience, one day my friende tells me hey did you ever be patient. I told him no I have never in my life been pacients, well you should he told me. One day my frend is telling my new game is coming out and I just talk why he was talking  I can tell that he did not like it at all, so in class I  am telling every one that I won him in race. But I had no patients on me so I stoted complaining to him I said  I won   and he said  you have no patienc and it  kepted going on and on. Then my other friend said stop it right now! I am sick and tired of this you have no patients and you lost @NUM1 game! Ok some time we all have complained in are life! Just stop fighting please. So the next day I said do you have eny thing to tell me I will listen better now. I learnd that I should listen to what people have to say then talk that will  get  are friend ship to the next leveal.	4	6		1				1.0	1.0	1.0	1.0			2.0	2.0	1.0	1.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	26	0	36	5	3	15	7	12	7	4	11	60	1.4489795918367347	22	7.040492577319588	71	11	49	story patience day friende tells hey patient told life pacients told day frend telling new game coming talk talking   tell like class   telling won race patients stoted complaining said   won    said   patienc   kepted going friend said stop right sick tired patients lost game Ok time complained life stop fighting day said eny thing tell listen better learnd listen people talk     friend ship leveal	-0.08506493506493507	0.4102002164502165	0.122	0.174	0.705	-0.8607	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.7160390103945312	0.7160390103945313
11052	18248	7	Patience is the key to life some say. I dont really know if it is or not. Patience is when your quite, you can wait for things. It is when you can do hardstuff with out feeling frustration, anger, or sadness. When you have patience is when you can do things with ease you can do it without difficulties. Patience is self respecting, kind fair and not self seeking. Patience is respect not disrespect, patience has no evil, paticence does not boast. Patience does not lie, it makes things better when they are difficulty. It makes it easier to focus and do things better. It helps to wait for things.	5	6		1				0.0	1.0	2.0	2.0			0.0	1.0	2.0	3.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	27	0	18	0	7	3	4	7	4	6	3	42	1.40625	7	7.293627142857143	45	10	32	Patience key life dont know Patience wait things hardstuff feeling frustration anger sadness patience things ease difficulties Patience self respecting kind fair self seeking Patience respect disrespect patience evil paticence boast Patience lie makes things better difficulty makes easier focus things better helps wait things	0.2875	0.6499999999999999	0.223	0.133	0.645	0.8664	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.29168150273238896	0.2916815027323891
11053	18249	7	When I think of being  patient I think about the time I went to southrend @LOCATION1 for hockey, we were on the road for @NUM1 ½ hours! While  we were on the way there i didnt say one thing about how much longer or anything, although I was on a claster bus with all my hockey friends wathing a hockey movie. When I think of patients I think of wating without asking  @CAPS1 it done yet? or Are we there yet? I myself dont have the best patients. when I want the computer or to role the guard or frarwheeler and someone was on those things I tend to ask when will he be dane! alot. Patients grows with you when you develop, as you get older you will be able to wait longer times without getting stressed out about how everything takes so long even this test takes patients!	6	7		2				1.0	1.0	2.0	2.0			1.0	1.0	2.0	3.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	24	0	23	1	5	6	7	19	5	9	17	45	1.2156862745098038	17	10.235421242236026	62	6	51	think   patient think time went southrend hockey road ½ hours   way didnt thing longer claster bus hockey friends wathing hockey movie think patients think wating asking   @CAPS1 yet? Are yet? nt best patients want computer role guard frarwheeler things tend ask when dane! alot Patients grows develop older able wait longer times getting stressed takes long test takes patients	0.36083333333333334	0.3716666666666667	0.053	0.023	0.923	0.5113	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.5261522196019802	0.5261522196019803
11054	18250	7	It all started on a cold and snowy @DATE1, there was only two days till @CAPS1! @CAPS1 is my favorite time of year because you see all the lights that are the colors of the rainbows. Also people are very happy around this time of year. I always become impatient waiting for @CAPS1 to @CAPS6. This year I was going to be patient. @CAPS4 I started being patient by going with my mom to go buy new light @CAPS1 tree, and to buy presents for my family. While we were shopping there were all kinds of people in the store. @CAPS4 when got to the checkout line there were a lot of people in line. My mom told me too be patient, @CAPS4 I did. When we finally got out of the store we rushed home to start decorating. I put up the blow up @LOCATION1 which was taking a very long time, but I had to be patient. Finally it @CAPS6 to making the cookies, which was the best part. We cut the dough and put them into the oven. It was taking a long time for them to cook. My mom said as patient can. ''@CAPS4 I was patient and the cookies were eventually all fasted with sprinkles on them. With everything made and put up we were ready for @CAPS1. ''@CAPS6 on @CAPS1,'' I said to myself. I need to be patient or @CAPS1 will never @CAPS6. @CAPS4 @CAPS1 @CAPS10 everyone came over and had dinner with us, and got their presents I bought them. As everyone left I walked to my room not remembering that it was @CAPS1 @CAPS10. Then when I woke up late, and everyone was waiting for me I got excited: @CAPS13 I was patient and it payed off.	12	11		3				3.0	3.0	3.0	3.0			3.0	3.0	2.0	3.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	44	0	49	0	8	13	21	35	11	9	23	72	1.4615384615384615	7	7.077764373464374	95	21	65	started cold snowy days till favorite time year lights colors rainbows people happy time year impatient waiting year going patient started patient going mom buy new light tree buy presents family shopping kinds people store got checkout line lot people line mom told patient finally got store rushed home start decorating blow taking long time patient Finally making cookies best cut dough oven taking long time cook mom said patient patient cookies eventually fasted sprinkles ready said need patient came dinner got presents bought left walked room remembering woke late waiting got excited patient payed	0.1497727272727273	0.6952840909090909	0.058	0.015	0.927	0.9286	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.582222509739582	0.582222509739582
11055	18251	7	Being patient means that you are understanding and tolerant. I was patien when I whent to @LOCATION1 @CAPS1. When I whent to @LOCATION1 @CAPS1 I had to wait in line. I didnt have to wait for that long but I had for wait , I didnt like it, but I was patein. It was worth the wait. I had to wait in line for food to there was a lot of people in line there. That was worth the wait too. There food was good. That is how I use my lifeskill of patience. Patience is a good life skill to practice.	5	6		1				1.0	1.0	1.0	2.0			1.0	1.0	2.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	16	0	15	0	5	3	8	11	3	4	11	25	1.5	9	8.819109523809525	36	11	24	patient means understanding tolerant patien whent whent wait line didnt wait long wait didnt like patein worth wait wait line food lot people line worth wait food good use lifeskill patience Patience good life skill practice	0.39	0.36000000000000004	0.172	0.0	0.828	0.9451	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.4920678313051228	0.49206783130512294
11056	18252	7	One time. My cousin in patient because she was going to the mouie @CAPS1 a party. @CAPS1 it was a lot of kids at her house @CAPS1 she had to clean up the house before her mom come home. Also @CAPS2 that day she called our entire mom but they didnt pick up @CAPS2 she hurry up @CAPS1 tried to clean before he boyfriend came over. Then she hurry up @CAPS1 get in the tub then got out put the the kids @CAPS1 the  tub. She still had to clean up then she us what to clean up. @CAPS2 she rush out the @CAPS1 left us there while go get us something to eat @CAPS2 we clean up while. She is gone. Then she called me and said. I m on my way with food I said oh. Next her boyfriend came @CAPS1 he ready to go. She came back the house was clean. Then her mom came home @CAPS2 went in the room in change he clothe s her mom said where a going. She said to the mouie and a party her moma said no you not go clean up the bathroom first she got mad and said moma   I been in  patien all day I m ready to go. @CAPS2 she wash it go @CAPS1 then they left.	6	8		2				2.0	2.0	1.0	1.0			2.0	2.0	2.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	32	0	47	2	8	20	6	23	5	5	23	58	1.7608695652173914	19	7.187611111111111	81	16	46	time cousin patient going mouie party lot kids house clean house mom come home day called entire mom didnt pick hurry tried clean boyfriend came hurry tub got kids   tub clean clean rush left eat clean gone called said m way food said oh boyfriend came ready came house clean mom came home went room change clothe s mom said going said mouie party moma said clean bathroom got mad said moma      patien day m ready wash left	0.1619791666666667	0.4911458333333334	0.145	0.029	0.825	0.9797	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.5261522196019802	0.5261522196019803
11057	18253	7	Patience is when someone is understanding and tolerant. Well Im going to tell you about someone who is patience. My friend @PERSON1 is very patience person. @PERSON1 is understanding because when someone asks her wait she listens and waits. When her parents were talking, and when she was trying to tell them something they told her to wait because it is rude when you interrupt adults when there talking. @PERSON1 is a very patience person.	8	4		2				1.0	3.0	2.0	2.0			0.0	1.0	1.0	2.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	14	0	11	1	3	3	2	1	3	8	4	23	1.35	2	0.0	27	6	20	Patience understanding tolerant Im going tell patience friend patience person understanding asks wait listens waits parents talking trying tell told wait rude interrupt adults talking patience person	0.03333333333333335	0.39999999999999997	0.09	0.066	0.844	0.25	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.33849116855014205	0.3384911685501421
11058	18254	7	A time when I was patient was when my birthday was coming. I wanted my party to come sooner. But my parents kept saying no. @CAPS1 the party came I got all my presents exept the ones from my parents. They said @CAPS1 everyone left they would give them to me. But no one left till ten. So I fell asleep. When I wook up no one was up. So I still had to wait. (I hate waiting.) @CAPS1 my mum got up I asked if I could open my presents she said wait till your father gets up. @CAPS1 my dad finally got up (@NUM1) I finally got to open my presents. It was worth the wait.	7	10		2				1.0	2.0	2.0	2.0			2.0	3.0	2.0	3.0									"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	16	0	28	1	3	7	3	8	2	6	8	39	1.3823529411764706	3	6.877001357466064	47	13	34	time patient birthday coming wanted party come sooner parents kept saying party came got presents exept ones parents said left left till fell asleep wook wait hate waiting mum got asked open presents said wait till father gets dad finally got finally got open presents worth wait	-0.05555555555555555	0.4444444444444444	0.063	0.11	0.827	-0.7717	"Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.
"	0.552344770738994	0.5523447707389941
